User_ID,Date,Step_Count,Heart_Rate,Sleep_Duration,Calories_Burned,Activity_Level,Device_Type
2,2023-01-07,4772.0,75.0,6.4,2633.0,Sedentary,fitbit
2,2023-01-08,3684.0,85.0,7.0,3021.0,Sedentary,fitbit
2,2023-01-09,3946.0,77.0,8.8,2294.0,Sedentary,fitbit
2,2023-01-10,4891.0,94.0,6.4,2664.0,Sedentary,fitbit
2,2023-01-11,4922.0,88.0,6.7,2270.0,Sedentary,fitbit
2,2023-01-12,5167.0,83.0,8.2,2706.0,Lightly Active,fitbit
2,2023-01-13,4042.0,83.0,8.3,2429.0,Sedentary,fitbit
2,2023-01-14,6424.0,85.0,6.8,2787.0,Lightly Active,fitbit
2,2023-01-15,3766.0,88.0,9.1,2401.0,Sedentary,fitbit
2,2023-01-16,5580.0,85.0,8.8,3112.0,Lightly Active,fitbit
2,2023-01-17,4449.0,73.0,7.1,2402.0,Sedentary,fitbit
2,2023-01-18,4606.0,84.0,8.2,2832.0,Sedentary,fitbit
2,2023-01-19,4691.0,95.0,7.7,3327.0,Sedentary,fitbit
2,2023-01-20,5264.0,72.0,6.9,2742.0,Lightly Active,fitbit
2,2023-01-21,4469.0,88.0,8.4,2596.0,Sedentary,fitbit
2,2023-01-22,3886.0,65.0,7.5,2840.0,Sedentary,fitbit
2,2023-01-23,4879.0,68.0,8.1,2716.0,Sedentary,fitbit
2,2023-01-24,3851.0,82.0,8.0,2316.0,Sedentary,fitbit
2,2023-01-25,5013.0,86.0,9.0,2891.0,Lightly Active,fitbit
2,2023-01-26,3389.0,71.0,8.5,2750.0,Sedentary,fitbit
2,2023-01-27,5160.0,119.0,8.5,2913.0,Lightly Active,fitbit
2,2023-01-28,5571.0,87.0,7.6,2814.0,Lightly Active,fitbit
2,2023-01-29,3955.0,78.0,7.5,2637.0,Sedentary,fitbit
2,2023-01-30,6845.0,62.0,8.6,2194.0,Lightly Active,fitbit
2,2023-01-31,4237.0,91.0,8.0,2334.0,Sedentary,fitbit
2,2023-02-01,4009.0,87.0,7.2,2672.0,Sedentary,fitbit
2,2023-02-02,4721.0,74.0,10.1,2781.0,Sedentary,fitbit
2,2023-02-03,2783.0,82.0,7.3,2838.0,Sedentary,fitbit
3,2023-01-19,8340.0,59.0,5.6,2115.0,Active,Apple Watch
3,2023-01-20,7532.0,57.0,4.6,1819.0,Active,Apple Watch
3,2023-01-21,13411.0,65.0,3.9,2125.0,Very Active,Apple Watch
3,2023-01-22,14118.0,71.0,3.6,1852.0,Very Active,Apple Watch
3,2023-01-23,12423.0,53.0,5.6,2097.0,Very Active,Apple Watch
3,2023-01-24,8074.0,60.0,1.9,1747.0,Active,Apple Watch
3,2023-01-25,9411.0,48.0,6.8,1668.0,Active,Apple Watch
3,2023-01-26,9039.0,62.0,6.6,1667.0,Active,Apple Watch
3,2023-01-27,12217.0,61.0,4.1,2036.0,Very Active,Apple Watch
3,2023-01-28,10306.0,54.0,5.2,1871.0,Very Active,Apple Watch
3,2023-01-29,10137.0,67.0,6.7,1705.0,Very Active,Apple Watch
3,2023-01-30,14140.0,41.0,5.0,2061.0,Very Active,Apple Watch
3,2023-01-31,10469.0,54.0,4.9,1851.0,Very Active,Apple Watch
3,2023-02-01,8743.0,69.0,5.5,1812.0,Active,Apple Watch
3,2023-02-02,11695.0,64.0,5.9,2069.0,Very Active,Apple Watch
3,2023-02-03,8268.0,55.0,5.9,2065.0,Active,Apple Watch
3,2023-02-04,9870.0,62.0,6.4,1831.0,Active,Apple Watch
3,2023-02-05,10996.0,58.0,4.9,2160.0,Very Active,Apple Watch
3,2023-02-06,11548.0,69.0,6.4,1951.0,Very Active,Apple Watch
3,2023-02-07,11263.0,57.0,5.4,1921.0,Very Active,Apple Watch
3,2023-02-08,10104.0,66.0,4.3,2354.0,Very Active,Apple Watch
3,2023-02-09,7917.0,48.0,6.3,2101.0,Active,Apple Watch
3,2023-02-10,11149.0,67.0,5.1,1772.0,Very Active,Apple Watch
3,2023-02-11,10062.0,54.0,6.1,1918.0,Very Active,Apple Watch
3,2023-02-12,8275.0,57.0,5.5,1837.0,Active,Apple Watch
3,2023-02-13,8282.0,63.0,5.4,1848.0,Active,Apple Watch
3,2023-02-14,8978.0,63.0,3.7,1672.0,Active,Apple Watch
3,2023-02-15,8487.0,58.0,5.4,2234.0,Active,Apple Watch
3,2023-02-16,11612.0,59.0,5.1,1751.0,Very Active,Apple Watch
3,2023-02-17,9875.0,58.0,5.4,1785.0,Active,Apple Watch
4,2023-01-17,3790.0,92.0,5.7,2943.0,Sedentary,GARMIN
4,2023-01-18,3907.0,72.0,6.0,2833.0,Sedentary,GARMIN
4,2023-01-19,3501.0,69.0,5.8,2970.0,Sedentary,GARMIN
4,2023-01-20,4430.0,86.0,7.9,2612.0,Sedentary,GARMIN
4,2023-01-21,4033.0,78.0,8.0,2601.0,Sedentary,GARMIN
4,2023-01-22,2857.0,71.0,3.7,2681.0,Sedentary,GARMIN
4,2023-01-23,2912.0,78.0,6.1,3360.0,Sedentary,GARMIN
4,2023-01-24,4086.0,71.0,4.9,2969.0,Sedentary,GARMIN
4,2023-01-25,2527.0,95.0,7.0,2697.0,Sedentary,GARMIN
4,2023-01-26,2257.0,90.0,5.7,3180.0,Sedentary,GARMIN
4,2023-01-27,2338.0,71.0,5.8,2843.0,Sedentary,GARMIN
4,2023-01-28,3124.0,83.0,4.7,2789.0,Sedentary,GARMIN
4,2023-01-29,3516.0,82.0,6.5,2511.0,Sedentary,GARMIN
4,2023-01-30,2380.0,89.0,6.1,2618.0,Sedentary,GARMIN
4,2023-01-31,4499.0,78.0,7.0,2849.0,Sedentary,GARMIN
4,2023-02-01,4849.0,94.0,5.5,3104.0,Sedentary,GARMIN
4,2023-02-02,3877.0,90.0,4.8,3024.0,Sedentary,GARMIN
4,2023-02-03,4160.0,59.0,4.6,2252.0,Sedentary,GARMIN
4,2023-02-04,3248.0,84.0,7.3,2850.0,Sedentary,GARMIN
4,2023-02-05,4552.0,63.0,4.1,2814.0,Sedentary,GARMIN
4,2023-02-06,3697.0,76.0,3.7,2804.0,Sedentary,GARMIN
4,2023-02-07,2538.0,83.0,6.2,2564.0,Sedentary,GARMIN
4,2023-02-08,3081.0,66.0,5.7,3100.0,Sedentary,GARMIN
4,2023-02-09,2757.0,82.0,5.3,2605.0,Sedentary,GARMIN
4,2023-02-10,3360.0,66.0,5.2,2491.0,Sedentary,GARMIN
4,2023-02-11,4783.0,77.0,5.1,2890.0,Sedentary,GARMIN
4,2023-02-12,3356.0,74.0,6.4,3044.0,Sedentary,GARMIN
4,2023-02-13,3069.0,71.0,5.5,2178.0,Sedentary,GARMIN
4,2023-02-14,2393.0,90.0,7.4,2759.0,Sedentary,GARMIN
4,2023-02-15,3829.0,80.0,8.9,3146.0,Sedentary,GARMIN
5,2023-01-18,9620.0,57.0,5.2,2111.0,Active,FitBit
5,2023-01-19,8379.0,52.0,6.2,1845.0,Active,FitBit
5,2023-01-20,13204.0,75.0,6.8,2375.0,Very Active,FitBit
5,2023-01-21,10025.0,58.0,8.3,2180.0,Very Active,FitBit
5,2023-01-22,7824.0,65.0,5.9,1782.0,Active,FitBit
5,2023-01-23,11701.0,86.0,5.4,2185.0,Very Active,FitBit
5,2023-01-24,8588.0,62.0,6.2,1890.0,Active,FitBit
5,2023-01-25,9968.0,58.0,7.1,2058.0,Active,FitBit
5,2023-01-26,9401.0,57.0,6.2,2225.0,Active,FitBit
5,2023-01-27,10862.0,57.0,6.9,2224.0,Very Active,FitBit
5,2023-01-28,6576.0,72.0,6.1,2187.0,Lightly Active,FitBit
5,2023-01-29,8365.0,48.0,5.2,2078.0,Active,FitBit
5,2023-01-30,10385.0,57.0,7.4,1725.0,Very Active,FitBit
5,2023-01-31,9742.0,54.0,6.1,2078.0,Active,FitBit
5,2023-02-01,8174.0,63.0,7.8,1949.0,Active,FitBit
5,2023-02-02,11523.0,55.0,7.3,2367.0,Very Active,FitBit
5,2023-02-03,4992.0,59.0,7.4,2026.0,Sedentary,FitBit
5,2023-02-04,10605.0,60.0,6.9,2036.0,Very Active,FitBit
5,2023-02-05,12178.0,69.0,7.1,1983.0,Very Active,FitBit
5,2023-02-06,8910.0,62.0,7.2,1981.0,Active,FitBit
5,2023-02-07,10445.0,87.0,7.7,2001.0,Very Active,FitBit
5,2023-02-08,12244.0,62.0,4.8,1860.0,Very Active,FitBit
5,2023-02-09,6178.0,63.0,6.8,2415.0,Lightly Active,FitBit
5,2023-02-10,10518.0,64.0,7.6,1611.0,Very Active,FitBit
5,2023-02-11,10338.0,74.0,5.3,2305.0,Very Active,FitBit
5,2023-02-12,10541.0,62.0,7.4,2538.0,Very Active,FitBit
5,2023-02-13,10232.0,69.0,6.3,1893.0,Very Active,FitBit
5,2023-02-14,11512.0,58.0,6.9,1970.0,Very Active,FitBit
5,2023-02-15,10818.0,70.0,7.8,1963.0,Very Active,FitBit
5,2023-02-16,9340.0,57.0,6.4,2147.0,Active,FitBit
6,2023-01-25,6465.0,72.0,7.6,2349.0,Lightly Active,FITBIT
6,2023-01-26,6079.0,100.0,5.9,1811.0,Lightly Active,FITBIT
6,2023-01-27,3617.0,96.0,7.3,2057.0,Sedentary,FITBIT
6,2023-01-28,5929.0,70.0,9.1,2095.0,Lightly Active,FITBIT
6,2023-01-29,5737.0,89.0,7.2,2115.0,Lightly Active,FITBIT
6,2023-01-30,4727.0,86.0,8.6,2347.0,Sedentary,FITBIT
6,2023-01-31,7404.0,76.0,5.7,2042.0,Lightly Active,FITBIT
6,2023-02-01,5677.0,92.0,5.0,2385.0,Lightly Active,FITBIT
6,2023-02-02,5437.0,77.0,5.7,1726.0,Lightly Active,FITBIT
6,2023-02-03,6539.0,82.0,5.4,1801.0,Lightly Active,FITBIT
6,2023-02-04,5237.0,98.0,6.4,1757.0,Lightly Active,FITBIT
6,2023-02-05,5339.0,79.0,4.0,2057.0,Lightly Active,FITBIT
6,2023-02-06,5355.0,88.0,8.5,2302.0,Lightly Active,FITBIT
6,2023-02-07,5313.0,70.0,9.3,2081.0,Lightly Active,FITBIT
6,2023-02-08,5630.0,81.0,6.9,2039.0,Lightly Active,FITBIT
6,2023-02-09,4970.0,76.0,6.7,1956.0,Sedentary,FITBIT
6,2023-02-10,4814.0,83.0,6.4,2380.0,Sedentary,FITBIT
6,2023-02-11,2637.0,92.0,7.9,1640.0,Sedentary,FITBIT
6,2023-02-12,5230.0,78.0,5.3,1908.0,Lightly Active,FITBIT
6,2023-02-13,4367.0,99.0,7.6,2332.0,Sedentary,FITBIT
6,2023-02-14,6425.0,70.0,6.2,2170.0,Lightly Active,FITBIT
6,2023-02-15,4242.0,89.0,6.5,1991.0,Sedentary,FITBIT
6,2023-02-16,6413.0,86.0,6.3,2308.0,Lightly Active,FITBIT
6,2023-02-17,4400.0,88.0,7.3,2004.0,Sedentary,FITBIT
6,2023-02-18,5981.0,69.0,7.6,2030.0,Lightly Active,FITBIT
6,2023-02-19,5027.0,92.0,6.0,1777.0,Lightly Active,FITBIT
6,2023-02-20,3866.0,88.0,5.4,2432.0,Sedentary,FITBIT
6,2023-02-21,3276.0,98.0,6.9,2048.0,Sedentary,FITBIT
6,2023-02-22,5003.0,85.0,6.7,2297.0,Lightly Active,FITBIT
6,2023-02-23,5743.0,83.0,6.3,2057.0,Lightly Active,FITBIT
7,2023-01-07,9038.0,45.0,4.0,1824.0,Active,APPLE WATCH
7,2023-01-08,8804.0,61.0,5.4,1757.0,Active,APPLE WATCH
7,2023-01-09,7594.0,55.0,5.6,1531.0,Active,APPLE WATCH
7,2023-01-10,9209.0,45.0,6.4,1778.0,Active,APPLE WATCH
7,2023-01-11,8949.0,72.0,7.0,1870.0,Active,APPLE WATCH
7,2023-01-12,5379.0,50.0,4.7,1702.0,Lightly Active,APPLE WATCH
7,2023-01-13,9395.0,55.0,5.6,1569.0,Active,APPLE WATCH
7,2023-01-14,7472.0,48.0,4.4,1468.0,Lightly Active,APPLE WATCH
7,2023-01-15,6852.0,73.0,4.4,2144.0,Lightly Active,APPLE WATCH
7,2023-01-16,9354.0,64.0,4.5,1816.0,Active,APPLE WATCH
7,2023-01-17,7533.0,64.0,7.9,1681.0,Active,APPLE WATCH
7,2023-01-18,10470.0,55.0,5.3,1998.0,Very Active,APPLE WATCH
7,2023-01-19,7446.0,81.0,6.1,1602.0,Lightly Active,APPLE WATCH
7,2023-01-20,9590.0,72.0,6.0,1431.0,Active,APPLE WATCH
7,2023-01-21,7275.0,60.0,5.3,1803.0,Lightly Active,APPLE WATCH
7,2023-01-22,8816.0,49.0,5.8,1801.0,Active,APPLE WATCH
7,2023-01-23,9467.0,73.0,6.2,1775.0,Active,APPLE WATCH
7,2023-01-24,8394.0,46.0,5.8,1733.0,Active,APPLE WATCH
7,2023-01-25,8976.0,50.0,4.3,1876.0,Active,APPLE WATCH
7,2023-01-26,8446.0,69.0,5.4,1703.0,Active,APPLE WATCH
7,2023-01-27,10111.0,57.0,5.5,1619.0,Very Active,APPLE WATCH
7,2023-01-28,7774.0,59.0,5.6,1616.0,Active,APPLE WATCH
7,2023-01-29,10652.0,54.0,5.2,1623.0,Very Active,APPLE WATCH
7,2023-01-30,10977.0,64.0,6.4,1445.0,Very Active,APPLE WATCH
7,2023-01-31,8968.0,71.0,5.5,1878.0,Active,APPLE WATCH
7,2023-02-01,7633.0,77.0,7.7,1636.0,Active,APPLE WATCH
7,2023-02-02,7755.0,77.0,7.0,1609.0,Active,APPLE WATCH
7,2023-02-03,7798.0,60.0,4.0,1542.0,Active,APPLE WATCH
7,2023-02-04,6804.0,55.0,5.3,1737.0,Lightly Active,APPLE WATCH
7,2023-02-05,11154.0,53.0,6.4,1661.0,Very Active,APPLE WATCH
8,2023-01-28,8549.0,85.0,4.9,1648.0,Active,GARMIN
8,2023-01-29,8922.0,83.0,6.3,1977.0,Active,GARMIN
8,2023-01-30,7533.0,73.0,5.4,1499.0,Active,GARMIN
8,2023-01-31,7534.0,90.0,7.5,1497.0,Active,GARMIN
8,2023-02-01,7197.0,83.0,5.5,1688.0,Lightly Active,GARMIN
8,2023-02-02,8985.0,63.0,7.6,1873.0,Active,GARMIN
8,2023-02-03,7576.0,75.0,6.3,1641.0,Active,GARMIN
8,2023-02-04,9772.0,99.0,5.9,1461.0,Active,GARMIN
8,2023-02-05,6252.0,71.0,6.0,1872.0,Lightly Active,GARMIN
8,2023-02-06,7741.0,81.0,6.0,1776.0,Active,GARMIN
8,2023-02-07,12999.0,73.0,5.6,1753.0,Very Active,GARMIN
8,2023-02-08,9812.0,97.0,6.6,1530.0,Active,GARMIN
8,2023-02-09,9655.0,90.0,6.9,1668.0,Active,GARMIN
8,2023-02-10,10477.0,90.0,7.4,1691.0,Very Active,GARMIN
8,2023-02-11,8346.0,80.0,7.3,1458.0,Active,GARMIN
8,2023-02-12,9271.0,75.0,6.1,1791.0,Active,GARMIN
8,2023-02-13,8965.0,79.0,4.7,1706.0,Active,GARMIN
8,2023-02-14,9749.0,100.0,5.8,1622.0,Active,GARMIN
8,2023-02-15,9065.0,94.0,6.0,1632.0,Active,GARMIN
8,2023-02-16,9684.0,80.0,5.6,1618.0,Active,GARMIN
8,2023-02-17,10489.0,68.0,6.2,1476.0,Very Active,GARMIN
8,2023-02-18,10698.0,63.0,5.5,1647.0,Very Active,GARMIN
8,2023-02-19,11338.0,78.0,5.5,1886.0,Very Active,GARMIN
8,2023-02-20,6134.0,57.0,6.5,1508.0,Lightly Active,GARMIN
8,2023-02-21,6871.0,86.0,6.3,1498.0,Lightly Active,GARMIN
8,2023-02-22,6423.0,87.0,6.7,1572.0,Lightly Active,GARMIN
8,2023-02-23,11824.0,68.0,4.5,1478.0,Very Active,GARMIN
8,2023-02-24,8556.0,81.0,5.8,1643.0,Active,GARMIN
8,2023-02-25,6473.0,93.0,6.0,1765.0,Lightly Active,GARMIN
8,2023-02-26,9226.0,83.0,6.6,1659.0,Active,GARMIN
9,2023-01-15,13299.0,76.0,9.1,2436.0,Very Active,fitbit
9,2023-01-16,11573.0,77.0,8.2,2684.0,Very Active,fitbit
9,2023-01-17,11690.0,48.0,9.0,2120.0,Very Active,fitbit
9,2023-01-18,13766.0,56.0,8.4,1845.0,Very Active,fitbit
9,2023-01-19,10718.0,40.0,7.3,2447.0,Very Active,fitbit
9,2023-01-20,13637.0,67.0,7.9,2264.0,Very Active,fitbit
9,2023-01-21,11776.0,51.0,10.4,2474.0,Very Active,fitbit
9,2023-01-22,11264.0,63.0,9.1,1810.0,Very Active,fitbit
9,2023-01-23,11202.0,56.0,7.9,2211.0,Very Active,fitbit
9,2023-01-24,16022.0,69.0,8.3,2405.0,Very Active,fitbit
9,2023-01-25,15083.0,72.0,9.0,2127.0,Very Active,fitbit
9,2023-01-26,13430.0,66.0,9.8,2419.0,Very Active,fitbit
9,2023-01-27,14258.0,57.0,10.2,2319.0,Very Active,fitbit
9,2023-01-28,16676.0,56.0,10.6,2320.0,Very Active,fitbit
9,2023-01-29,10249.0,58.0,8.6,2371.0,Very Active,fitbit
9,2023-01-30,13017.0,57.0,8.9,2762.0,Very Active,fitbit
9,2023-01-31,15856.0,67.0,8.9,2302.0,Very Active,fitbit
9,2023-02-01,13231.0,52.0,8.6,1895.0,Very Active,fitbit
9,2023-02-02,12725.0,69.0,8.4,2633.0,Very Active,fitbit
9,2023-02-03,8895.0,48.0,9.1,2513.0,Active,fitbit
9,2023-02-04,15754.0,58.0,10.0,2266.0,Very Active,fitbit
9,2023-02-05,11378.0,71.0,9.5,1916.0,Very Active,fitbit
9,2023-02-06,15265.0,76.0,8.3,2365.0,Very Active,fitbit
9,2023-02-07,12949.0,65.0,8.3,2122.0,Very Active,fitbit
9,2023-02-08,11724.0,74.0,9.4,2190.0,Very Active,fitbit
9,2023-02-09,13603.0,40.0,10.0,1879.0,Very Active,fitbit
9,2023-02-10,10930.0,51.0,7.6,2539.0,Very Active,fitbit
9,2023-02-11,10682.0,66.0,8.8,2383.0,Very Active,fitbit
9,2023-02-12,11966.0,50.0,9.9,2162.0,Very Active,fitbit
9,2023-02-13,8116.0,58.0,10.4,2468.0,Active,fitbit
10,2023-01-18,7258.0,76.0,7.2,2705.0,Lightly Active,Garmin
10,2023-01-19,8399.0,84.0,8.5,2293.0,Active,Garmin
10,2023-01-20,7398.0,78.0,7.4,2231.0,Lightly Active,Garmin
10,2023-01-21,8938.0,80.0,8.2,2221.0,Active,Garmin
10,2023-01-22,7925.0,60.0,8.4,2317.0,Active,Garmin
10,2023-01-23,9360.0,51.0,9.6,2208.0,Active,Garmin
10,2023-01-24,9532.0,69.0,8.1,2004.0,Active,Garmin
10,2023-01-25,6829.0,99.0,7.3,2288.0,Lightly Active,Garmin
10,2023-01-26,9160.0,84.0,7.6,2321.0,Active,Garmin
10,2023-01-27,11553.0,79.0,7.7,2475.0,Very Active,Garmin
10,2023-01-28,9528.0,91.0,8.1,1983.0,Active,Garmin
10,2023-01-29,10352.0,68.0,7.8,2071.0,Very Active,Garmin
10,2023-01-30,7702.0,83.0,7.8,2334.0,Active,Garmin
10,2023-01-31,10321.0,84.0,7.2,2455.0,Very Active,Garmin
10,2023-02-01,9659.0,67.0,8.1,2397.0,Active,Garmin
10,2023-02-02,7338.0,93.0,7.3,2268.0,Lightly Active,Garmin
10,2023-02-03,7532.0,80.0,6.4,1917.0,Active,Garmin
10,2023-02-04,10291.0,71.0,6.5,1757.0,Very Active,Garmin
10,2023-02-05,6805.0,66.0,9.1,2466.0,Lightly Active,Garmin
10,2023-02-06,6729.0,102.0,8.5,2167.0,Lightly Active,Garmin
10,2023-02-07,3902.0,102.0,6.1,1871.0,Sedentary,Garmin
10,2023-02-08,9398.0,104.0,8.9,2366.0,Active,Garmin
10,2023-02-09,8731.0,88.0,8.2,2302.0,Active,Garmin
10,2023-02-10,7965.0,79.0,6.7,2177.0,Active,Garmin
10,2023-02-11,5160.0,79.0,6.5,1992.0,Lightly Active,Garmin
10,2023-02-12,8083.0,93.0,8.4,1888.0,Active,Garmin
10,2023-02-13,6258.0,89.0,6.5,2189.0,Lightly Active,Garmin
10,2023-02-14,8661.0,70.0,7.6,1941.0,Active,Garmin
10,2023-02-15,6864.0,83.0,5.9,2338.0,Lightly Active,Garmin
10,2023-02-16,7772.0,85.0,7.7,2545.0,Active,Garmin
11,2023-01-07,4242.0,56.0,7.8,2205.0,Sedentary,fitbit
11,2023-01-08,4179.0,61.0,6.9,1953.0,Sedentary,fitbit
11,2023-01-09,2977.0,78.0,6.4,1947.0,Sedentary,fitbit
11,2023-01-10,3544.0,69.0,7.4,2353.0,Sedentary,fitbit
11,2023-01-11,3581.0,63.0,6.8,2540.0,Sedentary,fitbit
11,2023-01-12,3155.0,64.0,8.3,2178.0,Sedentary,fitbit
11,2023-01-13,3985.0,59.0,7.7,2061.0,Sedentary,fitbit
11,2023-01-14,4936.0,83.0,7.1,1805.0,Sedentary,fitbit
11,2023-01-15,4065.0,86.0,6.8,2434.0,Sedentary,fitbit
11,2023-01-16,5527.0,55.0,8.2,2432.0,Lightly Active,fitbit
11,2023-01-17,3825.0,58.0,7.1,1879.0,Sedentary,fitbit
11,2023-01-18,3601.0,48.0,7.7,1930.0,Sedentary,fitbit
11,2023-01-19,4332.0,45.0,8.0,2266.0,Sedentary,fitbit
11,2023-01-20,2488.0,64.0,8.9,1838.0,Sedentary,fitbit
11,2023-01-21,5523.0,65.0,6.9,2080.0,Lightly Active,fitbit
11,2023-01-22,4601.0,61.0,8.2,1899.0,Sedentary,fitbit
11,2023-01-23,4279.0,46.0,7.5,1902.0,Sedentary,fitbit
11,2023-01-24,3530.0,73.0,8.7,2219.0,Sedentary,fitbit
11,2023-01-25,3234.0,57.0,8.9,2121.0,Sedentary,fitbit
11,2023-01-26,6058.0,64.0,7.8,2027.0,Lightly Active,fitbit
11,2023-01-27,4249.0,59.0,8.4,2292.0,Sedentary,fitbit
11,2023-01-28,3488.0,47.0,5.8,2198.0,Sedentary,fitbit
11,2023-01-29,3225.0,40.0,8.0,2613.0,Sedentary,fitbit
11,2023-01-30,4133.0,69.0,7.7,2071.0,Sedentary,fitbit
11,2023-01-31,4899.0,58.0,7.9,2159.0,Sedentary,fitbit
11,2023-02-01,3585.0,70.0,7.5,1933.0,Sedentary,fitbit
11,2023-02-02,4583.0,52.0,7.7,2090.0,Sedentary,fitbit
11,2023-02-03,5037.0,65.0,7.6,2263.0,Lightly Active,fitbit
11,2023-02-04,5289.0,66.0,7.7,1817.0,Lightly Active,fitbit
11,2023-02-05,3257.0,57.0,7.0,2052.0,Sedentary,fitbit
12,2023-01-28,6891.0,68.0,6.5,2546.0,Lightly Active,garmin
12,2023-01-29,6901.0,43.0,5.6,2393.0,Lightly Active,garmin
12,2023-01-30,5165.0,68.0,8.1,2723.0,Lightly Active,garmin
12,2023-01-31,6523.0,77.0,6.7,2346.0,Lightly Active,garmin
12,2023-02-01,5978.0,59.0,6.1,2469.0,Lightly Active,garmin
12,2023-02-02,7032.0,63.0,7.0,2717.0,Lightly Active,garmin
12,2023-02-03,8108.0,48.0,4.0,2654.0,Active,garmin
12,2023-02-04,4951.0,60.0,5.4,1990.0,Sedentary,garmin
12,2023-02-05,7551.0,70.0,5.9,1798.0,Active,garmin
12,2023-02-06,6069.0,66.0,5.0,2472.0,Lightly Active,garmin
12,2023-02-07,6793.0,68.0,6.6,2191.0,Lightly Active,garmin
12,2023-02-08,8444.0,61.0,6.5,2201.0,Active,garmin
12,2023-02-09,6209.0,54.0,6.3,2843.0,Lightly Active,garmin
12,2023-02-10,4944.0,46.0,8.0,2377.0,Sedentary,garmin
12,2023-02-11,5902.0,73.0,5.9,2871.0,Lightly Active,garmin
12,2023-02-12,7737.0,58.0,8.7,2280.0,Active,garmin
12,2023-02-13,7825.0,65.0,7.8,2807.0,Active,garmin
12,2023-02-14,6857.0,55.0,7.0,2263.0,Lightly Active,garmin
12,2023-02-15,9557.0,64.0,6.2,2472.0,Active,garmin
12,2023-02-16,4978.0,53.0,7.7,2268.0,Sedentary,garmin
12,2023-02-17,5387.0,68.0,7.7,2602.0,Lightly Active,garmin
12,2023-02-18,8171.0,55.0,5.1,2792.0,Active,garmin
12,2023-02-19,6374.0,60.0,7.8,2563.0,Lightly Active,garmin
12,2023-02-20,7435.0,84.0,5.9,2653.0,Lightly Active,garmin
12,2023-02-21,6891.0,65.0,8.0,2551.0,Lightly Active,garmin
12,2023-02-22,7547.0,73.0,6.2,2224.0,Active,garmin
12,2023-02-23,5390.0,43.0,8.6,2160.0,Lightly Active,garmin
12,2023-02-24,6512.0,60.0,6.8,2626.0,Lightly Active,garmin
12,2023-02-25,7986.0,57.0,6.4,2496.0,Active,garmin
12,2023-02-26,6475.0,79.0,7.0,2606.0,Lightly Active,garmin
13,2023-01-27,10167.0,76.0,6.7,1678.0,Very Active,garmin
13,2023-01-28,9694.0,58.0,6.0,2042.0,Active,garmin
13,2023-01-29,11200.0,65.0,6.8,2257.0,Very Active,garmin
13,2023-01-30,9409.0,91.0,7.0,1589.0,Active,garmin
